city,time,pm2_5,pm10,ozone
mumbai,2025-12-13 10:00:00,22.9,24.7,161
mumbai,2025-12-13 11:00:00,23.2,24.9,145
mumbai,2025-12-13 12:00:00,27.8,29.2,129
mumbai,2025-12-13 13:00:00,34.1,35.5,110
mumbai,2025-12-13 14:00:00,38.0,39.2,91
mumbai,2025-12-13 15:00:00,39.8,41.2,77
mumbai,2025-12-13 16:00:00,41.2,42.6,74
mumbai,2025-12-13 17:00:00,42.6,44.0,77
mumbai,2025-12-13 18:00:00,42.7,44.2,82
mumbai,2025-12-13 19:00:00,42.1,43.7,88
mumbai,2025-12-13 20:00:00,42.1,43.7,96
mumbai,2025-12-13 21:00:00,42.8,44.4,102
mumbai,2025-12-13 22:00:00,43.5,45.2,107
mumbai,2025-12-13 23:00:00,44.4,45.9,111
mumbai,2025-12-14 00:00:00,45.8,47.4,112
mumbai,2025-12-14 01:00:00,50.1,51.6,108
mumbai,2025-12-14 02:00:00,59.8,61.2,101
mumbai,2025-12-14 03:00:00,52.7,53.8,102
mumbai,2025-12-14 04:00:00,34.7,36.0,119
mumbai,2025-12-14 05:00:00,31.5,32.9,143
mumbai,2025-12-14 06:00:00,27.9,29.3,161
mumbai,2025-12-14 07:00:00,26.6,28.0,168
mumbai,2025-12-14 08:00:00,26.1,27.7,170
mumbai,2025-12-14 09:00:00,26.0,27.6,166
mumbai,2025-12-14 10:00:00,25.7,27.5,157
mumbai,2025-12-14 11:00:00,26.0,27.8,142
mumbai,2025-12-14 12:00:00,31.2,32.6,126
mumbai,2025-12-14 13:00:00,38.1,39.6,107
mumbai,2025-12-14 14:00:00,42.5,43.9,86
mumbai,2025-12-14 15:00:00,45.6,47.0,72
mumbai,2025-12-14 16:00:00,48.3,49.7,68
mumbai,2025-12-14 17:00:00,49.9,51.3,71
mumbai,2025-12-14 18:00:00,50.3,51.8,75
mumbai,2025-12-14 19:00:00,49.9,51.5,80
mumbai,2025-12-14 20:00:00,50.3,51.9,87
mumbai,2025-12-14 21:00:00,51.0,52.7,93
mumbai,2025-12-14 22:00:00,51.8,53.6,98
mumbai,2025-12-14 23:00:00,52.6,54.4,102
mumbai,2025-12-15 00:00:00,54.4,56.1,104
mumbai,2025-12-15 01:00:00,59.3,61.0,101
mumbai,2025-12-15 02:00:00,69.6,71.5,97
mumbai,2025-12-15 03:00:00,58.0,59.1,101
mumbai,2025-12-15 04:00:00,41.6,43.0,121
mumbai,2025-12-15 05:00:00,36.9,38.3,148
mumbai,2025-12-15 06:00:00,33.9,35.4,168
mumbai,2025-12-15 07:00:00,32.6,34.2,174
mumbai,2025-12-15 08:00:00,32.4,34.0,172
mumbai,2025-12-15 09:00:00,32.2,34.0,167
mumbai,2025-12-15 10:00:00,32.5,34.2,156
mumbai,2025-12-15 11:00:00,33.3,35.0,142
mumbai,2025-12-15 12:00:00,37.1,38.5,131
